id,label
1,1
2,2
3,2
4,1
5,2
6,1
7,2
8,1
9,1
10,1
11,1
12,1
13,2
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,3
38,2
39,1
40,1
41,1
42,3
43,1
44,1
45,1
46,1
47,1
48,1
49,2
50,1
51,1
52,1
53,2
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,2
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,3
90,1
91,1
92,1
93,1
94,1
95,2
96,1
97,1
98,1
99,4
100,1
101,2
102,3
103,1
104,3
105,1
106,2
107,1
108,1
109,2
110,1
111,1
112,2
113,3
114,1
115,2
116,1
117,5
118,1
119,1
120,2
121,2
122,2
123,2
124,1
125,1
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,2
144,2
145,2
146,2
147,1
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,1
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,3
202,1
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,1
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,1
226,2
227,3
228,2
229,3
230,3
231,4
232,2
233,2
234,3
235,2
236,1
237,2
238,3
239,3
240,1
241,2
242,2
243,2
244,3
245,2
246,3
247,1
248,3
249,3
250,2
251,2
252,3
253,2
254,1
255,2
256,2
257,1
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,3
266,2
267,1
268,2
269,3
270,2
271,2
272,3
273,3
274,2
275,2
276,2
277,2
278,3
279,2
280,2
281,3
282,2
283,2
284,2
285,2
286,2
287,2
288,1
289,2
290,2
291,3
292,2
293,2
294,3
295,2
296,1
297,3
298,2
299,2
300,3
301,2
302,2
303,3
304,2
305,2
306,3
307,2
308,1
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,1
323,2
324,1
325,2
326,2
327,5
328,2
329,3
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,2
338,2
339,1
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,1
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,1
368,2
369,2
370,2
371,2
372,2
373,2
374,3
375,2
376,2
377,2
378,3
379,2
380,2
381,3
382,3
383,3
384,2
385,3
386,2
387,3
388,3
389,2
390,4
391,4
392,2
393,2
394,2
395,3
396,3
397,2
398,2
399,2
400,2
401,2
402,3
403,3
404,1
405,3
406,2
407,3
408,2
409,2
410,3
411,3
412,3
413,1
414,3
415,2
416,3
417,2
418,3
419,3
420,1
421,3
422,2
423,2
424,4
425,3
426,3
427,2
428,4
429,3
430,2
431,3
432,3
433,4
434,3
435,3
436,3
437,3
438,2
439,3
440,3
441,3
442,1
443,2
444,4
445,3
446,3
447,3
448,3
449,3
450,3
451,3
452,3
453,2
454,3
455,3
456,3
457,3
458,5
459,5
460,4
461,3
462,2
463,3
464,1
465,3
466,2
467,3
468,3
469,3
470,3
471,3
472,2
473,4
474,3
475,4
476,2
477,2
478,2
479,3
480,3
481,3
482,2
483,2
484,3
485,5
486,4
487,4
488,4
489,2
490,5
491,5
492,3
493,3
494,5
495,4
496,4
497,4
498,2
499,3
500,2
501,4
502,3
503,5
504,4
505,5
506,2
507,3
508,3
509,3
510,4
511,3
512,4
513,4
514,3
515,3
516,4
517,3
518,5
519,3
520,3
521,3
522,3
523,1
524,1
525,4
526,3
527,3
528,5
529,4
530,3
531,1
532,5
533,4
534,4
535,4
536,5
537,4
538,5
539,3
540,4
541,4
542,2
543,4
544,4
545,5
546,4
547,5
548,4
549,4
550,3
551,5
552,4
553,4
554,4
555,3
556,4
557,4
558,2
559,5
560,4
561,5
562,1
563,4
564,4
565,3
566,5
567,5
568,5
569,5
570,5
571,5
572,2
573,3
574,4
575,4
576,5
577,5
578,5
579,5
580,3
581,5
582,3
583,5
584,5
585,5
586,5
587,5
588,5
589,1
590,5
591,5
592,5
593,5
594,5
595,1
596,5
597,4
598,5
599,4
600,3
601,4
602,5
603,4
604,4
605,5
606,5
607,1
608,1
609,5
610,4
611,1
612,4
613,3
614,3
615,5
616,3
617,5
618,6
619,3
620,5
621,6
622,5
623,4
624,5
625,5
626,5
627,3
628,5
629,5
630,5
631,5
632,6
633,5
634,5
635,5
636,5
637,5
638,5
639,5
640,5
641,5
642,6
643,6
644,5
645,6
646,4
647,6
648,6
649,6
650,6
651,6
652,6
653,5
654,5
655,6
656,5
657,6
658,6
659,5
660,5
661,5
662,5
663,6
664,5
665,4
666,5
667,5
668,4
669,5
670,6
671,6
