id,label
1,2
2,2
3,1
4,1
5,2
6,1
7,2
8,1
9,1
10,1
11,1
12,1
13,2
14,1
15,1
16,1
17,1
18,1
19,3
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,3
38,1
39,1
40,1
41,1
42,3
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,3
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,2
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,2
96,1
97,1
98,1
99,3
100,1
101,1
102,1
103,1
104,3
105,1
106,2
107,1
108,1
109,2
110,1
111,1
112,2
113,5
114,2
115,2
116,2
117,1
118,1
119,1
120,1
121,2
122,2
123,2
124,2
125,1
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,2
144,2
145,2
146,2
147,1
148,2
149,2
150,3
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,1
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,4
202,3
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,1
213,1
214,2
215,2
216,2
217,3
218,2
219,1
220,2
221,2
222,2
223,1
224,2
225,1
226,3
227,3
228,2
229,2
230,3
231,5
232,2
233,3
234,3
235,2
236,1
237,2
238,3
239,3
240,1
241,2
242,2
243,2
244,3
245,2
246,3
247,1
248,2
249,3
250,2
251,2
252,2
253,2
254,3
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,3
263,2
264,2
265,2
266,2
267,1
268,3
269,3
270,2
271,2
272,2
273,2
274,2
275,2
276,1
277,2
278,3
279,2
280,2
281,3
282,2
283,3
284,2
285,3
286,2
287,2
288,1
289,1
290,2
291,2
292,2
293,2
294,3
295,2
296,1
297,1
298,2
299,3
300,2
301,4
302,2
303,3
304,3
305,2
306,4
307,3
308,1
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,1
321,2
322,2
323,1
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,2
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,3
365,2
366,2
367,1
368,2
369,2
370,3
371,2
372,5
373,2
374,2
375,2
376,2
377,3
378,3
379,2
380,2
381,3
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,2
390,4
391,5
392,3
393,3
394,3
395,3
396,2
397,3
398,3
399,2
400,2
401,2
402,3
403,4
404,3
405,2
406,2
407,3
408,2
409,2
410,3
411,3
412,3
413,1
414,3
415,2
416,4
417,3
418,3
419,2
420,1
421,2
422,1
423,2
424,3
425,2
426,3
427,1
428,3
429,3
430,2
431,3
432,2
433,4
434,4
435,3
436,3
437,1
438,2
439,3
440,3
441,3
442,1
443,3
444,4
445,3
446,2
447,3
448,3
449,3
450,3
451,3
452,1
453,3
454,2
455,2
456,3
457,4
458,4
459,4
460,2
461,3
462,2
463,3
464,1
465,3
466,3
467,2
468,3
469,2
470,3
471,3
472,3
473,4
474,4
475,3
476,2
477,2
478,2
479,3
480,3
481,3
482,3
483,3
484,3
485,5
486,5
487,4
488,4
489,4
490,5
491,4
492,4
493,4
494,5
495,3
496,5
497,4
498,3
499,3
500,3
501,2
502,3
503,4
504,2
505,5
506,3
507,2
508,4
509,4
510,4
511,3
512,4
513,4
514,3
515,4
516,3
517,4
518,4
519,3
520,3
521,4
522,2
523,3
524,4
525,3
526,4
527,5
528,4
529,5
530,5
531,4
532,4
533,4
534,4
535,3
536,4
537,4
538,4
539,3
540,4
541,4
542,3
543,4
544,3
545,5
546,4
547,4
548,4
549,4
550,1
551,4
552,4
553,4
554,4
555,4
556,4
557,4
558,3
559,5
560,4
561,4
562,4
563,4
564,4
565,3
566,5
567,5
568,5
569,5
570,5
571,5
572,2
573,4
574,4
575,4
576,5
577,4
578,5
579,5
580,3
581,5
582,3
583,5
584,5
585,4
586,5
587,5
588,4
589,5
590,5
591,5
592,5
593,5
594,3
595,5
596,6
597,2
598,5
599,5
600,3
601,4
602,1
603,3
604,4
605,5
606,5
607,3
608,1
609,5
610,3
611,2
612,3
613,1
614,3
615,4
616,3
617,5
618,6
619,3
620,4
621,6
622,5
623,5
624,5
625,5
626,4
627,3
628,5
629,6
630,5
631,4
632,5
633,4
634,5
635,5
636,5
637,6
638,6
639,5
640,5
641,5
642,6
643,6
644,5
645,6
646,4
647,6
648,6
649,6
650,6
651,6
652,6
653,1
654,6
655,6
656,6
657,5
658,6
659,4
660,5
661,5
662,4
663,6
664,6
665,6
666,6
667,6
668,5
669,4
670,6
671,6
